# dumped at t=1 ps
H3O^1 -75.0626 26.0891 -731.208
H3O^1 -69.0431 21.2537 -738.724
H3O^1 -68.6157 22.4306 -742.937
H3O^1 -68.8523 20.1173 -743.317
H3O^1 -64.9372 18.1196 -750.186
H3O^1 -60.7263 15.6594 -761.953
H3O^1 -58.1271 15.5677 -765.056
H3O^1 -57.0321 16.8552 -764.388
H3O^1 -55.5823 13.5181 -770.701
H3O^1 -54.3998 12.3244 -776.117
H3O^1 -49.2129 8.58836 -788.121
H3O^1 -44.6611 8.44663 -790.494
H3O^1 -46.1631 7.86691 -791.14
H3O^1 -45.1819 7.65857 -797.565
H3O^1 -26.7343 -2.16258 -840.104
H3O^1 -23.0284 -3.17022 -840.904
H3O^1 -19.7218 -4.98795 -855.608
H3O^1 -14.2997 -7.5788 -889.306
H3O^1 -15.663 -6.48198 -910.539
H3O^1 -15.3899 -4.62007 -913.211
H3O^1 -15.5196 -8.4582 -914.438
H3O^1 -14.5015 -8.17414 -914.75
H3O^1 -14.1318 -5.49557 -934.472
H3O^1 -14.1797 -5.82287 -938.733
H3O^1 -15.054 -3.49651 -945.858
H3O^1 -14.9537 -3.01695 -953.587
H3O^1 -12.2722 -6.30966 -955.902
H3O^1 -12.7994 -3.59474 -957.689
H3O^1 -15.5521 -4.69046 -969.696
H3O^1 -13.7357 -2.13323 -994.844
H3O^1 -14.9892 -2.46785 -998.087
H3O^1 -12.4399 -2.62651 -1013.36
H3O^1 -13.9502 -2.08842 -1017.95
H3O^1 -14.3204 -0.276055 -1034.21
H3O^1 -10.6676 -1.68969 -1073.27
H3O^1 -13.7805 -1.0102 -1078.85
H3O^1 -10.4521 -0.56617 -1079.21
H3O^1 -10.7157 -1.27764 -1082.24
H3O^1 -11.1955 0.644171 -1083.14
H3O^1 -11.8716 1.20733 -1085.2
H3O^1 -11.511 -0.0809003 -1093.25
H3O^1 -10.1057 2.5833 -1129.06
H3O^1 -9.17702 -0.105314 -1129.05
H3O^1 -9.88974 1.87949 -1151
H3O^1 -10.6147 0.669512 -1156.95
H3O^1 -10.9314 0.985655 -1162.65
H3O^1 -10.0653 0.798912 -1168.27
H3O^1 -9.21924 1.76176 -1198.08
H3O^1 -7.9126 2.02001 -1198.23
H3O^1 -7.80936 4.76295 -1216.61
H3O^1 -7.2 -0.38543 -1235.68
H3O^1 -7.50877 1.57465 -1258.43
H3O^1 -7.83577 4.04518 -1258.39
H3O^1 -7.09398 1.56045 -1262.52
H3O^1 -6.22 1.01446 -1263.64
H3O^1 -9.2759 3.45768 -1268.23
H3O^1 -10.4434 2.39047 -1278.59
H3O^1 -8.90602 2.97176 -1305.39
H3O^1 -5.56334 3.01321 -1335.68
H3O^1 -5.05474 0.354733 -1335.5
H3O^1 -3.82102 0.673185 -1362.44
H3O^1 -2.54782 2.93149 -1363.25
H3O^1 -2.32896 1.28506 -1366.01
H3O^1 -0.533297 -1.31638 -1388.94
H3O^1 -5.91832 -0.162489 -1389.62
H3O^1 -4.67183 0.755163 -1399.84
H3O^1 -0.0809224 0.0965818 -1425.59
H3O^1 0.093351 0.00231478 -1438.3
H3O^1 -1.26238 -0.0504444 -1455.87
H3O^1 -0.307698 0.337034 -1463.45
H3O^1 -1.45414 -0.828812 -1474.45
H3O^1 0.338666 -0.576968 -1474.41
H3O^1 -0.814235 0.201348 -1474.39
H3O^1 -0.175446 1.4444 -1483.59
H3O^1 1.70691 -0.387061 -1489.49
H3O^1 -0.36807 -0.299313 -1491.47
H3O^1 1.96657 -0.348279 -1498.82
H3O^1 0.700069 -1.79847 -1494.02
H3O^1 1.25424 0.278943 -1486.93
H3O^1 0.0576396 -2.35404 -1487.22
H3O^1 -1.83298 0.912751 -1466.38
H3O^1 -0.567378 1.56246 -1463.58
H3O^1 -2.84687 -0.388662 -1460.17
H3O^1 -2.9995 1.81941 -1451.86
H3O^1 -0.160531 -1.85831 -1444.42
H3O^1 -0.14704 -1.54143 -1444.89
H3O^1 -2.85566 0.983695 -1434.62
H3O^1 -1.35867 2.89167 -1408.28
H3O^1 -2.70724 2.27853 -1405.28
H3O^1 -1.98503 -0.412724 -1407.06
H3O^1 -2.87055 -1.09199 -1400.59
H3O^1 -2.96798 -0.678556 -1386.49
H3O^1 -3.04719 -0.478021 -1388.66
H3O^1 -4.49565 2.3651 -1388.31
H3O^1 -3.28146 0.445662 -1387.44
H3O^1 -5.31372 1.06044 -1382.64
H3O^1 -2.96579 -1.68738 -1382.64
H3O^1 -2.50541 0.856635 -1374.57
H3O^1 -2.56498 0.880859 -1367.33
H3O^1 -3.4162 2.18294 -1367.55
H3O^1 -4.78447 1.84708 -1350.93
H3O^1 -5.07586 0.41959 -1348.35
H3O^1 -5.02966 0.93021 -1346.41
H3O^1 -2.6773 1.94799 -1347.1
H3O^1 -4.80727 2.49979 -1331.69
H3O^1 -4.58384 -0.538448 -1327.25
H3O^1 -4.45062 2.53095 -1325.8
H3O^1 -5.52805 1.1579 -1325.55
H3O^1 -6.25469 2.54687 -1300.84
H3O^1 -7.34201 4.99914 -1305.13
H3O^1 -6.19578 0.640552 -1293.94
H3O^1 -7.44237 -0.813853 -1289.85
H3O^1 -6.92823 2.61295 -1288.32
H3O^1 -6.30487 5.2894 -1279.58
H3O^1 -7.24294 0.752173 -1279.97
H3O^1 -7.8545 3.89933 -1278.91
H3O^1 -8.02321 3.21309 -1272.98
H3O^1 -5.10849 2.07035 -1279.35
H3O^1 -5.42651 0.989208 -1275.34
H3O^1 -5.0192 1.62503 -1249.12
H3O^1 -6.71516 2.46583 -1230.28
H3O^1 -7.1506 2.54277 -1225.39
H3O^1 -6.55836 4.45281 -1226.86
H3O^1 -8.97173 5.16062 -1220.37
H3O^1 -9.08032 0.912898 -1218.56
H3O^1 -6.80414 -0.592208 -1216.91
H3O^1 -10.5183 1.44856 -1199
H3O^1 -7.09373 -0.184655 -1199.01
H3O^1 -9.61625 0.94687 -1193.78
H3O^1 -11.4083 1.26271 -1193.59
H3O^1 -8.1199 3.54803 -1188.8
H3O^1 -8.60947 -1.7094 -1187.95
H3O^1 -10.1669 0.478008 -1189.46
H3O^1 -11.5414 4.63817 -1176.61
H3O^1 -8.42929 1.17852 -1179.15
H3O^1 -11.9744 -0.290565 -1172.31
H3O^1 -11.5203 3.39065 -1171.43
H3O^1 -9.32937 1.9308 -1152.97
H3O^1 -13.6605 1.15862 -1140.11
H3O^1 -11.9184 -0.556382 -1128.6
H3O^1 -10.7571 2.03737 -1132.83
H3O^1 -9.57714 1.3585 -1130.31
H3O^1 -7.31949 -0.727501 -1126.46
H3O^1 -8.10006 -0.504004 -1124.62
H3O^1 -10.5693 -0.908331 -1106.66
H3O^1 -11.8956 2.28168 -1107.74
H3O^1 -11.5675 2.0614 -1104.49
H3O^1 -13.5068 -1.02279 -1073.34
H3O^1 -13.174 -1.36336 -1068.78
H3O^1 -13.8944 -2.11203 -1061.03
H3O^1 -13.1763 -2.61243 -1054.36
H3O^1 -13.2512 1.42436 -1034.87
H3O^1 -16.1818 -2.12426 -1019.31
H3O^1 -18.2727 -6.95295 -1017.04
H3O^1 -11.9259 -4.74457 -1007
H3O^1 -13.4471 -1.34435 -1008.65
H3O^1 -14.7796 -3.69023 -993.129
H3O^1 -12.1875 0.680036 -994.994
H3O^1 -18.355 -4.05005 -989.001
H3O^1 -12.4798 -5.35928 -975.539
H3O^1 -15.7597 -4.13084 -974.686
H3O^1 -13.6808 -3.92019 -974.363
H3O^1 -14.2327 -3.3199 -953.214
H3O^1 -12.312 -4.62704 -954.443
H3O^1 -14.8279 -5.68113 -953.051
H3O^1 -16.1257 -6.91637 -934.151
H3O^1 -14.8967 -6.82194 -933.95
H3O^1 -14.1881 -6.40989 -915.109
H3O^1 -16.7232 -5.88143 -909.473
H3O^1 -17.6773 -4.87507 -913.728
H3O^1 -16.3646 -6.65996 -907.012
H3O^1 -15.2551 -5.635 -904.98
H3O^1 -16.6534 -10.7789 -895.83
H3O^1 -15.5381 -10.1325 -886.931
H3O^1 -15.0305 -5.28314 -879.123
H3O^1 -15.0189 -8.4341 -865.103
H3O^1 -23.7488 -4.04669 -843.049
H3O^1 -22.8991 -2.63182 -840.202
H3O^1 -38.4291 1.98468 -816.141
H3O^1 -35.8133 2.52869 -815.042
H3O^1 -46.8074 6.61537 -797.088
H3O^1 -60.02 14.5422 -760.637
H3O^1 -68.5167 23.2516 -742.717
H3O^1 -68.4425 23.2319 -744.479
H3O^1 -76.7136 27.4518 -731.033
H3O^1 -75.6497 25.7134 -730.782
H3O^1 -83.3573 33.139 -717.938
H3O^1 -91.5243 38.7516 -702.732
H3O^1 -100.181 42.7345 -686.654
H3O^1 -99.4346 42.2509 -682.937
H3O^1 -99.3116 44.5216 -685.181
H3O^1 -101.582 44.4593 -684.08
H3O^1 -100.158 42.2487 -684.322
H3O^1 -100.039 45.3371 -682.484
H3O^1 -103.082 40.6227 -681.273
H3O^1 -115.77 50.4654 -662.561
H3O^1 -122.185 55.9128 -644.581
H3O^1 -135.762 63.0102 -630.122
H3O^1 -136.41 65.1515 -626.631
H3O^1 -137.011 62.6961 -629.506
H3O^1 -143.813 70.5863 -619.698
H3O^1 -153.361 74.8972 -599.389
H3O^1 -163.446 79.4133 -586.056
H3O^1 -177.896 88.6665 -568.752
H3O^1 -182.713 90.6179 -565.646
H3O^1 -197.448 97.6601 -544.118
H3O^1 -195.705 100.669 -541.192
H3O^1 -205.61 106.657 -532.211
H3O^1 -212.465 109.576 -526.155
H3O^1 -221.152 111.509 -513.246
H3O^1 -221.63 115.864 -512.327
H3O^1 -227.993 118.388 -502.153
H3O^1 -270.635 155.656 -442.104
H3O^1 -273.948 153.145 -433.559
H3O^1 -559.056 309.654 -518.39
H3O^1 -539.748 260.592 -520.185
H3O^1 -536.649 265.451 -513.884
H3O^1 -533.789 263.279 -504.774
H3O^1 -528.648 265.584 -495.1
H3O^1 -521.382 265.868 -486.246
H3O^1 -516.834 265.364 -484.029
H3O^1 -506.151 267.894 -472.8
H3O^1 -487.083 265.136 -454.948
H3O^1 -481.933 261.253 -452.54
H3O^1 -477.345 257.657 -444.102
H3O^1 -474.096 253.119 -439.448
H3O^1 -462.564 248.949 -426.062
H3O^1 -456.099 249.006 -416.091
H3O^1 -449.839 246.931 -410.097
H3O^1 -449.385 246.633 -410.038
H3O^1 -448.957 247.176 -408.743
H3O^1 -446.481 244.217 -405.352
H3O^1 -442.943 244.475 -403.387
H3O^1 -413.412 216.808 -361.195
H3O^1 -396.488 211.562 -355.838
H3O^1 -396.133 210.697 -352.848
H3O^1 -386.762 208.28 -349.269
H3O^1 -355.062 198.979 -354.148
H3O^1 -345.664 195.618 -354.575
H3O^1 -312.467 174.84 -383.319
H3O^1 -306.371 169.699 -391.939
H3O^1 -299.079 167.266 -403.241
H3O^1 -296.62 165.099 -405.517
H3O^1 -292.392 164.172 -412.426
H3O^1 -275.507 154.469 -433.474
H3O^1 -271.934 152.213 -437.259
H3O^1 -274.272 152.688 -438.33
H3O^1 -269.632 148.753 -443.006
H3O^1 -264.024 143.79 -450.736
H3O^1 -262.712 143.684 -449.422
H3O^1 -255.07 140.806 -462.878
H3O^1 -250.345 135.963 -469.641
H3O^1 -250.108 133.745 -469.643
H3O^1 -251.86 135.877 -470.423
H3O^1 -247.607 133.239 -471.769
H3O^1 -248.623 133.849 -473.445
H3O^1 -246.892 134.231 -476.353
H3O^1 -242.871 126.966 -482.715
H3O^1 -241.605 131.208 -482.086
H3O^1 -233.881 121.126 -495.277
H3O^1 -224.852 116.238 -506.969
H3O^1 -223.522 117.082 -507.281
H3O^1 -219.308 113.27 -515.971
H3O^1 -221.221 112.714 -514.68
H3O^1 -213.778 108.635 -522.307
H3O^1 -213.506 105.425 -525.638
H3O^1 -209.551 105.593 -525.078
H3O^1 -200.304 105.419 -537.522
H3O^1 -188.795 97.422 -552.931
H3O^1 -187.404 92.2408 -556.664
H3O^1 -181.806 91.5289 -560.564
H3O^1 -180.813 89.1943 -564.66
H3O^1 -178.996 89.3724 -568.841
H3O^1 -180.291 89.3074 -570.804
H3O^1 -176.918 88.147 -569.658
H3O^1 -170.49 84.1653 -581.173
H3O^1 -159.638 77.5516 -591.981
H3O^1 -158.972 77.8375 -593.68
H3O^1 -160.191 79.256 -594.389
H3O^1 -161.284 76.4984 -593.692
H3O^1 -160.012 79.6212 -593.069
H3O^1 -152.258 72.9182 -602.287
H3O^1 -140.833 68.7198 -622.014
H3O^1 -137.713 65.3381 -624.329
H3O^1 -139.384 65.5741 -623.982
H3O^1 -135.684 65.3123 -627.069
H3O^1 -135.007 64.2337 -629.081
H3O^1 -132.812 62.0012 -629.988
H3O^1 -133.365 62.9986 -629.594
H3O^1 -127.922 58.0441 -634.814
H3O^1 -125.355 59.994 -640.166
H3O^1 -128.497 58.6455 -642.15
H3O^1 -122.48 55.1883 -648.309
H3O^1 -120.751 54.5353 -651.831
H3O^1 -118.754 52.4402 -656.998
H3O^1 -117.308 52.6232 -656.662
H3O^1 -111.603 50.9979 -664.961
H3O^1 -111.063 47.0967 -669.551
H3O^1 -109.407 47.3031 -670.488
H3O^1 -107.817 49.4276 -672.334
H3O^1 -106.883 46.8693 -674.068
H3O^1 -107.601 46.3625 -677.214
H3O^1 -106.127 42.8875 -679.414
H3O^1 -99.8319 42.611 -686.031
H3O^1 -95.6476 42.1642 -691.249
H3O^1 -91.8433 36.7096 -702.377
H3O^1 -91.4673 37.3592 -699.308
H3O^1 -89.7504 36.3401 -703.561
H3O^1 -85.6795 31.3043 -707.784
H3O^1 -83.6494 32.6468 -714.394
H3O^1 -80.9134 27.3087 -720.322
H3O^1 -73.1453 26.9301 -732.948
H3O^1 -70.7489 24.3624 -738.524
H3O^1 -69.8936 22.1404 -739.311
H3O^1 -68.7199 19.7003 -742.589
H3O^1 -68.6823 21.9933 -743.351
H3O^1 -67.1705 22.5974 -741.559
H3O^1 -59.5307 15.2972 -761.219
H3O^1 -57.4025 13.1181 -763.76
H3O^1 -48.4205 10.8909 -781.183
H3O^1 -49.0372 11.5103 -785.545
H3O^1 -48.1687 8.35599 -785.982
H3O^1 -47.6254 10.5875 -791.391
H3O^1 -49.0779 7.1339 -794.523
H3O^1 -45.9197 7.33183 -791.737
H3O^1 -46.0407 9.1486 -794.9
H3O^1 -42.9684 4.50704 -798.978
H3O^1 -42.5855 4.50965 -799.747
H3O^1 -39.8866 3.34081 -804.685
H3O^1 -41.3347 4.68097 -809.582
H3O^1 -37.4368 2.34943 -816.15
H3O^1 -33.6503 0.45096 -824.399
H3O^1 -32.1709 -1.04387 -827.713
H3O^1 -29.7505 -1.66649 -829.788
H3O^1 -32.7313 1.11238 -829.983
H3O^1 -28.2996 -1.16078 -831.334
H3O^1 -25.9583 -3.2606 -841.557
H3O^1 -21.4719 -4.22833 -843.525
H3O^1 -21.249 -4.47605 -846.003
H3O^1 -19.0642 -7.42495 -853.208
H3O^1 -15.8467 -7.11699 -867.102
H3O^1 -16.1759 -5.35336 -871.675
H3O^1 -15.1574 -6.58771 -870.964
H3O^1 -16.2918 -8.12022 -871.762
H3O^1 -14.2501 -8.59292 -875.58
H3O^1 -14.9458 -7.07015 -878.908
H3O^1 -15.8523 -9.33616 -876.521
H3O^1 -14.0163 -7.50962 -877.475
H3O^1 -14.7307 -7.40434 -889.045
H3O^1 -14.1957 -6.34495 -903.214
H3O^1 -14.86 -5.84122 -909.263
H3O^1 -16.8701 -6.71971 -909.729
H3O^1 -15.4172 -6.67166 -908.747
H3O^1 -13.9165 -7.59091 -913.504
H3O^1 -16.9875 -7.13053 -915.796
H3O^1 -13.6072 -6.9348 -918.77
H3O^1 -16.022 -3.93056 -921.588
H3O^1 -18.0541 -6.23177 -922.725
H3O^1 -13.2783 -5.91353 -926.941
H3O^1 -15.6475 -5.67427 -932.221
H3O^1 -14.5776 -3.85854 -934.796
H3O^1 -13.6934 -6.46529 -934.303
H3O^1 -16.3931 -4.84828 -931.276
H3O^1 -14.4828 -4.69414 -946.097
H3O^1 -14.6413 -1.79774 -954.747
H3O^1 -15.9666 -5.14847 -957.554
H3O^1 -16.6867 -3.17505 -965.972
H3O^1 -13.4165 -1.96843 -974.17
H3O^1 -11.8738 -5.26262 -975.214
H3O^1 -14.2088 -4.01257 -978.44
H3O^1 -11.1462 -2.52279 -998.747
H3O^1 -13.7598 -2.14744 -1008.55
H3O^1 -14.3967 -2.085 -1007.95
H3O^1 -13.708 -0.162936 -1009.3
H3O^1 -14.2374 -3.60046 -1015.03
H3O^1 -12.473 -2.25796 -1030.83
H3O^1 -12.9053 -3.28027 -1030.11
H3O^1 -12.0588 -3.29744 -1029.34
H3O^1 -15.9254 -0.223154 -1032.59
H3O^1 -11.7136 0.0689836 -1031.83
H3O^1 -14.6863 -1.87833 -1040.56
H3O^1 -12.2728 -3.61311 -1048.21
H3O^1 -15.3012 -1.06975 -1063.94
H3O^1 -12.2607 -3.7985 -1067.65
H3O^1 -12.5587 -0.486807 -1067.6
H3O^1 -11.2382 -1.0695 -1072.85
H3O^1 -12.3083 -0.542364 -1077.32
H3O^1 -11.7311 -2.18479 -1081.31
H3O^1 -10.8116 -1.49291 -1096.74
H3O^1 -11.3617 2.83345 -1102.4
H3O^1 -11.6833 -0.149853 -1105.25
H3O^1 -12.5011 -0.961516 -1104.05
H3O^1 -11.6254 1.00011 -1108.08
H3O^1 -10.5024 0.169358 -1120.43
H3O^1 -8.60254 -0.622908 -1121.37
H3O^1 -10.4771 0.494751 -1126.35
H3O^1 -11.1483 -0.49471 -1128.9
H3O^1 -10.3545 0.849409 -1130.02
H3O^1 -10.8688 -0.430463 -1126.78
H3O^1 -11.6359 0.108597 -1143.09
H3O^1 -9.68423 1.26488 -1148.18
H3O^1 -7.80001 2.52409 -1155.17
H3O^1 -8.81017 1.81606 -1168.41
H3O^1 -8.43773 1.2939 -1170.68
H3O^1 -8.43803 0.947246 -1169.01
H3O^1 -10.541 -0.673881 -1179.54
H3O^1 -12.3333 2.05863 -1172.79
H3O^1 -9.46598 2.77414 -1173.36
H3O^1 -9.29071 1.71965 -1174.8
H3O^1 -6.07791 2.55169 -1183.24
H3O^1 -8.63232 2.93395 -1181.82
H3O^1 -10.9562 0.744016 -1194.45
H3O^1 -9.36236 5.85871 -1195.85
H3O^1 -9.18082 3.87408 -1200.16
H3O^1 -10.2991 3.16313 -1204.8
H3O^1 -10.0635 2.52979 -1211.16
H3O^1 -8.10793 1.13822 -1218.84
H3O^1 -9.58141 2.22595 -1224.55
H3O^1 -6.72936 2.04737 -1224.5
H3O^1 -8.31128 5.29632 -1226.38
H3O^1 -11.6751 4.39779 -1232.13
H3O^1 -7.50233 1.56498 -1238.27
H3O^1 -8.08503 0.889334 -1244.64
H3O^1 -9.2249 1.74184 -1248.51
H3O^1 -5.65361 3.93621 -1247.95
H3O^1 -8.22154 0.519765 -1249.78
H3O^1 -6.01103 3.81516 -1257.44
H3O^1 -5.85344 3.41324 -1264.62
H3O^1 -7.21218 1.72762 -1268.93
H3O^1 -5.30953 6.51916 -1270.71
H3O^1 -7.43538 3.43745 -1280.45
H3O^1 -7.97587 4.69731 -1289.24
H3O^1 -6.87413 3.168 -1285.48
H3O^1 -8.03086 2.93075 -1287.28
H3O^1 -3.69252 2.64054 -1302.38
H3O^1 -6.37119 2.3312 -1307.15
H3O^1 -7.86518 2.06154 -1309.25
H3O^1 -7.30126 0.960578 -1325.62
H3O^1 -5.22565 3.64648 -1329.17
H3O^1 -4.27428 2.94832 -1344.65
H3O^1 -2.50604 2.54426 -1348.75
H3O^1 -5.88278 0.979325 -1354.86
H3O^1 -3.74946 2.66454 -1357.08
H3O^1 -4.23032 1.45455 -1363.11
H3O^1 -5.55776 1.21086 -1362.83
H3O^1 -5.26484 1.87293 -1370.1
H3O^1 -2.72811 0.384657 -1380.83
H3O^1 -2.27488 -0.0955389 -1388.94
H3O^1 -3.76601 1.57619 -1392.49
H3O^1 -3.73871 -1.46798 -1407.95
H3O^1 -2.93071 0.128072 -1412
H3O^1 -2.95705 1.56493 -1410.51
H3O^1 -0.629371 -1.8745 -1411.37
H3O^1 1.43443 -2.45446 -1414.35
H3O^1 -2.87156 1.3206 -1450.47
H3O^1 -0.231442 0.156127 -1459.36
H3O^1 0.308006 -0.645155 -1460.94
H3O^1 0.911252 1.14941 -1477.48
H3O^1 0.135185 -1.08657 -1497.27
H3O^1 -14.5836 -3.92374 -959.482
H3O^1 -3.56871 1.78944 -1346.27
H3O^1 -3.43768 -2.08109 -1410.13
H3O^1 -6.09641 0.842521 -1300.85
H3O^1 -6.89379 2.93419 -1276.13
H3O^1 -10.5338 0.734929 -1145.32
H3O^1 -14.846 2.16522 -1068.7
H3O^1 -61.0323 15.5797 -756.337
H3O^1 -173.915 84.0087 -576.1
H3O^1 -172.741 84.0366 -574.217
H3O^1 -98.0163 40.7651 -692.388
H3O^1 -75.6731 26.1872 -725.564
H3O^1 -47.6327 6.91439 -790.68
H3O^1 -12.635 -3.8903 -959.766
H3O^1 -14.1465 -0.416176 -1018.07
H3O^1 -11.482 -0.186527 -1084.53
H3O^1 -10.5043 -0.756017 -1105.78
H3O^1 -9.9009 1.6293 -1145.88
H^0 4.34393 -1.88225 -1494.54
H^0 0.856612 1.17401 -1486.83
H^0 0.668489 0.34958 -1469.87
H^0 -2.4675 1.54809 -1387.79
H^0 -1.91817 0.213836 -1378.8
H^0 -8.94389 -0.171521 -1352.33
H^0 -7.22112 2.54196 -1297.42
H^0 -5.64255 0.270798 -1234.19
H^0 -11.1186 2.41213 -1206.98
H^0 -9.40595 3.40125 -1200.39
H^0 -7.84394 0.293084 -1198.45
H^0 -6.48854 9.41291 -1190.38
H^0 -7.91695 1.87769 -1177.69
H^0 -7.55654 2.5368 -1177.15
H^0 -14.5526 3.07843 -1161.72
H^0 -12.2882 -0.13794 -1094.65
H^0 -12.1608 -1.19215 -1001.06
H^0 -12.912 -4.19507 -990.327
H^0 -15.6707 -5.74475 -928.365
H^0 -11.8715 -1.04872 -921.016
H^0 -12.9908 -8.05086 -911.669
H^0 -12.8162 -9.90225 -893.238
H^0 -14.5669 -10.0416 -888.572
H^0 -54.3975 13.52 -775.344
H^0 -69.9561 14.8382 -747.587
H^0 -65.3301 18.3337 -748.351
H^0 -68.7774 21.5802 -741.314
H^0 -119.268 49.0483 -660.796
H^0 -153.566 75.729 -596.889
H^0 -154.012 76.3927 -597.286
H^0 -173.736 85.9016 -577.405
H^0 -198.935 103.32 -541.095
H^0 -215.528 111.66 -519.649
H^0 -248.122 135.363 -469.815
H^0 -249.324 135.964 -469.208
H^0 -255.029 145.602 -461.447
H^0 -295.915 166.368 -404.868
H^0 -316.87 177.424 -379.301
H^0 -317.17 176.701 -378.572
H^0 -323.336 177.563 -376.548
H^0 -478.58 256.299 -444.484
H^0 -375.152 205.502 -350.352
H^0 -344.244 197.714 -358.28
H^0 -314.768 178.102 -381.964
H^0 -276.649 153.415 -434.997
H^0 -273.6 150.209 -443.062
H^0 -258.205 142.501 -459.021
H^0 -242.096 127.333 -482.654
H^0 -239.006 125.85 -486.015
H^0 -189.902 90.894 -544.9
H^0 -188.531 97.8314 -553.107
H^0 -188.145 92.872 -557.624
H^0 -187.285 92.6251 -556.448
H^0 -176.509 87.2776 -573.244
H^0 -164.092 78.6028 -587.912
H^0 -156.877 76.5651 -597.323
H^0 -157.169 76.586 -596.761
H^0 -154.341 78.2813 -594.595
H^0 -149.685 75.0332 -604.425
H^0 -139.061 64.326 -622.909
H^0 -139.147 66.3241 -624.442
H^0 -139.982 65.8722 -619.802
H^0 -139.696 63.7357 -623.446
H^0 -129.592 60.1549 -637.296
H^0 -105.67 44.4761 -677.141
H^0 -90.3489 37.9826 -702.89
H^0 -84.5278 30.1859 -718.252
H^0 -72.8856 21.8398 -734.999
H^0 -50.5792 11.9583 -778.583
H^0 -41.2508 6.11659 -803.083
H^0 -24.2322 -1.76543 -839.459
H^0 -24.5655 -3.62726 -844.075
H^0 -20.7437 -1.57624 -848.192
H^0 -12.1382 -7.99685 -879.87
H^0 -15.0366 -5.80005 -880.116
H^0 -14.5955 -8.09645 -896.977
H^0 -11.8116 -6.57614 -902.731
H^0 -14.3583 -6.03149 -919.768
H^0 -14.6467 -6.52288 -919.457
H^0 -15.1761 -4.59897 -920.749
H^0 -14.9322 -6.2158 -925.402
H^0 -14.5254 -6.15218 -933.725
H^0 -14.414 -5.70719 -941.476
H^0 -15.318 -2.39405 -991.469
H^0 -16.9044 -1.94482 -1011.03
H^0 -14.0048 -2.33298 -1016
H^0 -13.4376 -1.72495 -1015.98
H^0 -14.6716 0.277166 -1054.68
H^0 -14.5572 -0.0562775 -1054.34
H^0 -16.8116 2.68467 -1076.57
H^0 -9.79098 1.471 -1102.4
H^0 -11.0819 1.22316 -1112.51
H^0 -10.7164 0.613737 -1119.12
H^0 -10.3787 0.0169524 -1119.43
H^0 -13.9053 0.363798 -1119.62
H^0 -10.6068 0.399236 -1123.83
H^0 -9.76909 -0.134799 -1133.7
H^0 -9.20154 1.73811 -1133.98
H^0 -11.041 -0.902062 -1137.35
H^0 -6.37007 0.807972 -1153.45
H^0 -8.88016 1.32214 -1169.98
H^0 -8.43885 1.62222 -1169.12
H^0 -6.70502 1.78017 -1174.37
H^0 -5.21089 1.90539 -1261.69
H^0 -8.06523 1.58096 -1264.07
H^0 -6.57826 4.11115 -1265.81
H^0 -7.01063 1.593 -1283.12
H^0 -6.70428 2.03342 -1283.62
H^0 -5.77738 -0.590742 -1285.64
H^0 -5.5568 0.307623 -1334.88
H^0 -2.02758 -0.257202 -1381.19
H^0 -2.94418 0.272111 -1396.4
H^0 0.572946 1.49794 -1393.73
H^0 -2.24073 -2.45108 -1411.07
H^0 -0.53537 -0.540036 -1500.26
H^0 2.35355 -2.2513 -1488.13
H^0 4.32113 4.17275 -1476.99
H^0 0.946622 0.105061 -1474.47
H^0 2.07421 -0.249901 -1455.45
H^0 -2.47467 -1.71289 -1444.7
H^0 -3.83688 -0.217816 -1428.49
H^0 -1.22107 -0.11003 -1421.49
H^0 -0.684039 0.417187 -1412.93
H^0 -9.26276 0.851621 -1391.47
H^0 -6.69955 2.64669 -1322.68
H^0 -3.91226 2.69211 -1326.44
H^0 -5.00093 4.23161 -1305.91
H^0 -5.79515 2.68668 -1302.35
H^0 -7.23869 1.67612 -1291.83
H^0 -6.37633 2.53342 -1264.94
H^0 -9.80211 2.73448 -1258.83
H^0 -5.05777 3.56259 -1260.18
H^0 -4.6355 4.79673 -1256.46
H^0 -1.41464 1.32806 -1233.92
H^0 -12.1521 7.24778 -1227.97
H^0 -6.72585 2.93199 -1219.5
H^0 -4.64598 7.06044 -1209.86
H^0 -4.15629 -0.983658 -1193.21
H^0 -9.28036 -0.0292663 -1174.54
H^0 -9.82897 -2.91081 -1160.06
H^0 -10.5751 0.0665126 -1091.94
H^0 -10.6448 -0.0784142 -1067.05
H^0 -18.7291 -2.0118 -1052.97
H^0 -12.9848 -1.80667 -1055.79
H^0 -11.1928 -4.04841 -1056.57
H^0 -11.4957 -2.08044 -1017.06
H^0 -11.4593 -4.70568 -983.702
H^0 -17.0283 -0.465413 -958.16
H^0 -15.8708 -3.79913 -950.065
H^0 -23.2074 -5.32865 -945.56
H^0 -17.208 -6.95253 -912.796
H^0 -13.9154 -4.86207 -904.336
H^0 -9.99567 -6.00957 -905.42
H^0 -20.7109 -6.87038 -892.354
H^0 -15.1353 -7.3509 -856.947
H^0 -22.2023 -5.58124 -850.465
H^0 -21.0692 -6.73014 -848.285
H^0 -38.2431 1.79485 -812.898
H^0 -38.3722 10.6198 -805.08
H^0 -67.1436 20.266 -758.267
H^0 -67.3229 23.7719 -739.74
H^0 -114.584 50.758 -658.003
H^0 -126.26 58.4158 -647.039
